price,transmission,mileage,fuelType,tax,mpg,engineSize
11200.00,1.00,29819.00,1.00,0.00,67.30,1.00
23998.00,3.00,35520.00,2.00,260.00,41.50,3.00
12995.00,1.00,55292.00,2.00,205.00,47.90,2.00
13888.00,1.00,30266.00,1.00,125.00,53.30,1.40
19990.00,1.00,22465.00,2.00,150.00,56.50,2.00
18444.00,1.00,18541.00,1.00,30.00,60.10,1.40
19888.00,3.00,37125.00,1.00,125.00,52.30,1.40
22444.00,3.00,18258.00,1.00,150.00,52.30,1.40
12444.00,1.00,16438.00,1.00,150.00,57.60,1.40
17498.00,1.00,51962.00,2.00,200.00,47.90,2.00
12798.00,1.00,26811.00,1.00,30.00,58.90,1.40
16498.00,1.00,68996.00,2.00,30.00,64.20,2.00
28498.00,3.00,46843.00,2.00,235.00,42.20,3.00
16498.00,1.00,62668.00,2.00,30.00,61.40,2.00
16650.00,1.00,33000.00,1.00,160.00,46.30,2.00
16490.00,1.00,40601.00,2.00,30.00,61.40,2.00
19190.00,3.00,43000.00,2.00,30.00,61.40,2.00
17250.00,1.00,23694.00,1.00,145.00,60.10,1.40
18990.00,1.00,21130.00,2.00,145.00,65.70,2.00
49990.00,2.00,6000.00,2.00,145.00,34.50,3.00
18888.00,2.00,4000.00,1.00,145.00,46.30,1.00
26999.00,3.00,6500.00,2.00,145.00,48.70,2.00
129000.00,3.00,4000.00,1.00,145.00,21.40,5.20
22888.00,3.00,4000.00,1.00,145.00,44.80,1.50
46450.00,3.00,3500.00,4.00,135.00,117.70,2.00
17490.00,1.00,7898.00,1.00,125.00,52.30,1.40
19490.00,1.00,1500.00,1.00,145.00,48.70,1.00
20490.00,1.00,4653.00,1.00,145.00,50.40,1.40
17990.00,1.00,18365.00,1.00,145.00,52.30,1.40
13995.00,3.00,45300.00,2.00,125.00,58.90,2.00
20495.00,1.00,20250.00,2.00,145.00,54.30,2.00
17990.00,3.00,25335.00,1.00,30.00,56.50,1.40
27990.00,2.00,22631.00,2.00,145.00,50.40,3.00
12040.00,3.00,56601.00,2.00,200.00,47.90,2.00
10440.00,1.00,50124.00,2.00,30.00,61.40,2.00
13798.00,1.00,26782.00,1.00,235.00,38.70,2.00
14298.00,1.00,38430.00,2.00,145.00,56.50,2.00
20698.00,1.00,8642.00,1.00,145.00,50.40,1.40
24998.00,3.00,12482.00,1.00,145.00,38.20,2.00
24998.00,3.00,9880.00,1.00,145.00,38.20,2.00
16998.00,1.00,4734.00,1.00,145.00,52.30,1.40
15998.00,1.00,34581.00,2.00,30.00,67.30,2.00
19798.00,1.00,13798.00,1.00,145.00,51.40,1.40
20998.00,3.00,31232.00,2.00,150.00,58.90,2.00
19498.00,1.00,20110.00,1.00,145.00,51.40,1.40
19698.00,1.00,39056.00,2.00,200.00,47.90,2.00
13998.00,1.00,36964.00,2.00,30.00,61.40,2.00
9298.00,1.00,72011.00,2.00,30.00,64.20,2.00
19798.00,3.00,12623.00,2.00,150.00,64.20,2.00
23790.00,3.00,29668.00,1.00,145.00,45.60,2.00
19995.00,3.00,26540.00,1.00,205.00,40.40,2.00
9995.00,1.00,67054.00,2.00,30.00,61.40,2.00
12495.00,3.00,51000.00,2.00,150.00,53.30,2.00
10495.00,1.00,43000.00,1.00,0.00,67.30,1.00
12998.00,1.00,66088.00,2.00,20.00,67.30,2.00
14180.00,1.00,58223.00,1.00,235.00,39.80,2.00
19230.00,2.00,35361.00,2.00,200.00,48.70,3.00
16050.00,1.00,25276.00,2.00,30.00,67.30,2.00
20690.00,3.00,13000.00,2.00,145.00,62.80,2.00
18990.00,2.00,22467.00,1.00,145.00,50.40,2.00
26490.00,3.00,9461.00,2.00,145.00,47.90,2.00
20890.00,3.00,12930.00,1.00,145.00,42.20,1.50
34750.00,3.00,774.00,2.00,145.00,39.80,3.00
24490.00,3.00,39507.00,2.00,160.00,50.40,3.00
11250.00,1.00,52539.00,1.00,30.00,55.40,1.40
8490.00,1.00,56884.00,1.00,125.00,52.30,1.40
15763.00,1.00,22883.00,1.00,160.00,46.30,1.80
18298.00,1.00,24523.00,2.00,30.00,67.30,2.00
18698.00,1.00,22195.00,1.00,145.00,49.60,1.40
17298.00,1.00,13972.00,1.00,145.00,52.30,1.40
17498.00,1.00,29602.00,2.00,145.00,52.30,2.00
18498.00,3.00,48603.00,2.00,200.00,47.10,2.00
16498.00,1.00,12882.00,1.00,145.00,52.30,1.40
27498.00,3.00,65145.00,2.00,235.00,42.20,3.00
34998.00,3.00,35.00,1.00,145.00,32.10,2.00
16498.00,1.00,19934.00,1.00,145.00,52.30,1.40
23444.00,1.00,5624.00,1.00,145.00,43.50,1.50
32888.00,2.00,4550.00,1.00,145.00,37.20,2.00
16450.00,3.00,44887.00,2.00,20.00,64.20,2.00
35888.00,3.00,1856.00,2.00,145.00,45.60,2.00
17998.00,3.00,30837.00,2.00,160.00,50.40,2.00
21498.00,3.00,32383.00,2.00,145.00,61.40,2.00
19998.00,3.00,32424.00,2.00,200.00,47.10,2.00
17998.00,1.00,21177.00,1.00,145.00,51.40,1.40
13395.00,1.00,38000.00,1.00,145.00,60.10,1.40
11995.00,2.00,26600.00,1.00,20.00,60.10,1.40
20995.00,3.00,9975.00,1.00,145.00,47.90,2.00
10498.00,1.00,68294.00,2.00,0.00,74.30,1.60
14498.00,1.00,29744.00,2.00,30.00,61.40,2.00
14998.00,1.00,41319.00,2.00,20.00,67.30,2.00
19998.00,3.00,29738.00,2.00,30.00,61.40,2.00
10298.00,1.00,67959.00,2.00,0.00,74.30,1.60
18498.00,3.00,17013.00,1.00,145.00,47.90,1.40
9600.00,3.00,58573.00,1.00,125.00,53.30,1.40
14998.00,3.00,54813.00,2.00,30.00,64.20,2.00
19298.00,1.00,14290.00,1.00,145.00,51.40,1.40
18998.00,1.00,20298.00,1.00,145.00,51.40,1.40
18598.00,3.00,38967.00,2.00,125.00,58.90,2.00
11298.00,1.00,39021.00,1.00,30.00,55.40,1.40
14495.00,3.00,57842.00,2.00,30.00,61.40,2.00
12495.00,2.00,45582.00,1.00,200.00,40.40,2.00
17295.00,1.00,16047.00,1.00,145.00,47.10,1.00
12495.00,1.00,44980.00,2.00,145.00,55.40,2.00
12995.00,1.00,41667.00,1.00,145.00,48.70,1.80
27991.00,3.00,24441.00,2.00,145.00,48.70,3.00
12498.00,1.00,68180.00,2.00,30.00,62.80,2.00
13498.00,1.00,30090.00,1.00,125.00,53.30,1.40
19298.00,1.00,17272.00,2.00,125.00,57.60,2.00
18498.00,3.00,53832.00,2.00,30.00,61.40,2.00
13998.00,3.00,47791.00,2.00,0.00,72.40,2.00
20498.00,3.00,30451.00,2.00,200.00,47.10,3.00
23998.00,3.00,14991.00,2.00,160.00,50.40,2.00
17698.00,1.00,32512.00,2.00,30.00,67.30,2.00
13498.00,1.00,47350.00,2.00,20.00,70.60,2.00
10998.00,1.00,53664.00,1.00,30.00,57.60,1.20
8698.00,1.00,37123.00,2.00,20.00,72.40,1.60
15798.00,3.00,41781.00,2.00,125.00,58.90,2.00
16998.00,1.00,34870.00,1.00,145.00,51.40,1.40
19998.00,3.00,40473.00,2.00,235.00,44.80,3.00
21498.00,3.00,16473.00,1.00,145.00,49.60,1.40
21450.00,2.00,3690.00,1.00,145.00,44.80,1.50
19888.00,1.00,6161.00,2.00,145.00,56.50,2.00
30998.00,3.00,52793.00,2.00,200.00,47.90,3.00
35698.00,3.00,15.00,1.00,145.00,32.10,2.00
19998.00,3.00,20239.00,2.00,145.00,56.50,2.00
31698.00,3.00,74.00,1.00,145.00,33.20,2.00
23198.00,3.00,30150.00,2.00,145.00,62.80,3.00
13998.00,1.00,56457.00,2.00,20.00,67.30,2.00
16995.00,1.00,41443.00,2.00,30.00,67.30,2.00
21998.00,3.00,10533.00,1.00,145.00,49.60,1.40
20798.00,3.00,13611.00,1.00,145.00,50.40,1.40
21880.00,3.00,15559.00,2.00,150.00,56.50,2.00
16440.00,1.00,18882.00,1.00,150.00,55.40,1.00
19000.00,1.00,18698.00,1.00,145.00,49.60,1.40
16000.00,1.00,16837.00,1.00,20.00,60.10,1.40
18990.00,1.00,2903.00,1.00,150.00,51.40,1.00
20650.00,3.00,18745.00,1.00,150.00,52.30,1.40
21790.00,3.00,4454.00,1.00,150.00,40.90,2.00
21444.00,3.00,6295.00,1.00,145.00,40.90,2.00
21998.00,3.00,22456.00,2.00,145.00,61.40,2.00
17998.00,1.00,25922.00,1.00,145.00,50.40,1.40
16998.00,1.00,23960.00,2.00,145.00,52.30,2.00
21798.00,3.00,11040.00,1.00,145.00,49.60,1.40
20498.00,3.00,15987.00,1.00,150.00,50.40,1.40
13495.00,1.00,12396.00,1.00,20.00,60.10,1.00
11495.00,1.00,51870.00,1.00,20.00,62.80,1.40
9995.00,1.00,28790.00,1.00,0.00,67.30,1.00
13995.00,1.00,47000.00,2.00,30.00,65.70,2.00
11995.00,1.00,37300.00,2.00,30.00,65.70,2.00
19495.00,1.00,18972.00,2.00,145.00,56.50,2.00
13995.00,3.00,70580.00,2.00,145.00,70.60,2.00
22795.00,3.00,21993.00,2.00,145.00,62.80,2.00
15495.00,1.00,49471.00,2.00,145.00,65.70,2.00
14495.00,1.00,66000.00,2.00,30.00,67.30,2.00
16750.00,3.00,50715.00,2.00,30.00,65.70,2.00
20450.00,1.00,12978.00,1.00,145.00,49.60,2.00
27500.00,3.00,7825.00,2.00,145.00,50.40,2.00
23535.00,3.00,12863.00,1.00,145.00,41.50,1.50
21374.00,2.00,14520.00,1.00,145.00,41.50,1.50
23413.00,3.00,12971.00,1.00,145.00,41.50,1.50
21714.00,3.00,2942.00,1.00,145.00,47.10,1.00
42500.00,3.00,7566.00,1.00,145.00,34.00,3.00
43500.00,3.00,2977.00,2.00,145.00,33.20,3.00
21450.00,1.00,7315.00,2.00,145.00,55.40,2.00
25888.00,3.00,14.00,1.00,145.00,40.40,2.00
16650.00,3.00,14712.00,1.00,30.00,57.60,1.40
15835.00,1.00,25483.00,1.00,30.00,55.40,1.00
19750.00,3.00,9806.00,1.00,30.00,53.30,2.00
19444.00,1.00,4000.00,1.00,145.00,49.60,1.00
25990.00,1.00,1500.00,1.00,145.00,43.50,1.50
25990.00,3.00,1500.00,1.00,145.00,42.80,2.00
30888.00,2.00,9350.00,2.00,145.00,47.90,2.00
26500.00,1.00,3890.00,1.00,145.00,39.80,2.00
43888.00,3.00,8735.00,2.00,145.00,37.70,3.00
15995.00,1.00,22515.00,1.00,125.00,50.40,1.40
15745.00,3.00,57828.00,2.00,30.00,65.70,2.00
16995.00,2.00,21641.00,1.00,145.00,51.40,1.40
13795.00,1.00,18454.00,2.00,145.00,70.60,1.60
12595.00,3.00,36633.00,1.00,20.00,62.80,1.00
13455.00,1.00,39511.00,2.00,145.00,53.30,2.00
14295.00,1.00,35047.00,2.00,30.00,65.70,2.00
13995.00,3.00,58406.00,1.00,145.00,47.90,1.40
17400.00,1.00,21331.00,2.00,145.00,52.30,2.00
17800.00,1.00,14707.00,1.00,125.00,51.40,1.40
11990.00,1.00,27706.00,1.00,30.00,55.40,1.40
13250.00,1.00,30928.00,2.00,20.00,67.30,2.00
20250.00,3.00,41272.00,2.00,145.00,61.40,2.00
53990.00,3.00,30427.00,2.00,145.00,39.20,4.00
19888.00,1.00,3334.00,1.00,145.00,47.90,1.00
24250.00,3.00,2091.00,2.00,145.00,47.90,1.60
25250.00,1.00,2683.00,1.00,145.00,43.50,1.50
28888.00,3.00,2311.00,1.00,145.00,42.20,1.50
28690.00,3.00,1910.00,1.00,145.00,42.20,1.50
19490.00,1.00,2492.00,1.00,145.00,49.60,1.00
9895.00,1.00,75189.00,2.00,0.00,80.70,1.60
15595.00,1.00,52804.00,2.00,30.00,60.10,2.00
11495.00,1.00,55545.00,2.00,20.00,70.60,1.60
11995.00,1.00,68643.00,2.00,0.00,74.30,1.60
17995.00,3.00,58836.00,2.00,30.00,61.40,2.00
9595.00,1.00,71335.00,2.00,0.00,74.30,1.60
15495.00,3.00,57173.00,2.00,20.00,64.20,2.00
17695.00,3.00,46862.00,2.00,145.00,55.40,2.00
10395.00,1.00,53440.00,2.00,0.00,80.70,1.60
10495.00,1.00,45954.00,2.00,0.00,80.70,1.60
19445.00,3.00,25234.00,2.00,145.00,55.40,2.00
15845.00,1.00,22270.00,1.00,125.00,50.40,1.40
22995.00,3.00,19273.00,2.00,200.00,47.10,2.00
24495.00,2.00,40929.00,2.00,145.00,58.90,3.00
19895.00,2.00,13144.00,1.00,145.00,54.30,1.40
17995.00,1.00,18998.00,1.00,145.00,51.40,1.40
28985.00,2.00,15016.00,1.00,300.00,34.90,2.50
23995.00,1.00,1560.00,2.00,145.00,55.40,2.00
16995.00,3.00,36273.00,2.00,30.00,61.40,2.00
20995.00,2.00,27304.00,2.00,145.00,64.20,2.00
77888.00,2.00,3011.00,2.00,145.00,32.80,3.00
19250.00,1.00,804.00,1.00,145.00,47.10,1.00
36444.00,3.00,5429.00,2.00,145.00,38.20,2.00
18995.00,1.00,5864.00,1.00,145.00,47.10,1.00
13695.00,1.00,26413.00,1.00,20.00,60.10,1.00
37999.00,2.00,2234.00,1.00,145.00,34.00,2.00
29250.00,2.00,10055.00,2.00,145.00,47.90,2.00
15990.00,1.00,35624.00,2.00,30.00,64.20,1.60
22995.00,3.00,65866.00,1.00,325.00,30.70,4.00
25495.00,3.00,10018.00,1.00,145.00,42.80,2.00
16990.00,3.00,23026.00,1.00,200.00,42.20,2.00
12995.00,3.00,83468.00,2.00,150.00,53.30,2.00
12995.00,1.00,30123.00,1.00,30.00,56.50,1.40
12790.00,1.00,38341.00,1.00,125.00,52.30,1.40
14995.00,3.00,41000.00,2.00,0.00,72.40,2.00
15250.00,1.00,42755.00,2.00,30.00,64.20,1.60
22990.00,3.00,1192.00,1.00,145.00,44.80,1.50
24448.00,1.00,3371.00,1.00,145.00,43.50,1.50
20344.00,1.00,2853.00,1.00,145.00,47.90,1.00
53990.00,3.00,5480.00,2.00,145.00,34.50,3.00
19888.00,1.00,3927.00,1.00,145.00,47.90,1.00
22890.00,1.00,3479.00,1.00,145.00,44.80,1.50
51995.00,3.00,11484.00,1.00,325.00,29.40,4.00
11795.00,1.00,27444.00,2.00,0.00,76.30,1.60
22650.00,3.00,16249.00,1.00,145.00,50.40,2.00
13250.00,1.00,10417.00,1.00,0.00,67.30,1.00
21250.00,3.00,14935.00,1.00,145.00,52.30,1.40
22000.00,2.00,9057.00,2.00,145.00,53.30,1.60
30500.00,2.00,4250.00,2.00,145.00,44.80,2.00
28888.00,1.00,2774.00,1.00,145.00,41.50,1.50
32000.00,3.00,3076.00,2.00,145.00,44.10,2.00
47995.00,1.00,19834.00,1.00,570.00,19.60,4.20
9695.00,1.00,59200.00,2.00,0.00,74.30,1.60
22495.00,3.00,25721.00,2.00,200.00,47.10,2.00
28995.00,3.00,9087.00,1.00,145.00,43.50,2.00
17495.00,3.00,31000.00,2.00,20.00,64.20,2.00
22495.00,3.00,25721.00,2.00,200.00,47.10,2.00
28995.00,3.00,9087.00,1.00,145.00,43.50,2.00
13495.00,1.00,35921.00,2.00,30.00,65.70,2.00
15750.00,2.00,59886.00,1.00,160.00,44.10,1.80
22450.00,3.00,16471.00,1.00,30.00,53.30,2.00
19750.00,1.00,20184.00,2.00,30.00,64.20,2.00
23450.00,3.00,53646.00,2.00,235.00,42.80,3.00
15750.00,1.00,22077.00,1.00,145.00,52.30,1.40
19450.00,1.00,17000.00,1.00,145.00,50.40,1.40
23490.00,3.00,20891.00,2.00,125.00,60.10,3.00
16450.00,3.00,43000.00,1.00,205.00,42.80,2.00
11495.00,1.00,75848.00,2.00,165.00,49.60,2.00
21995.00,3.00,21883.00,2.00,145.00,61.40,2.00
22495.00,3.00,25374.00,1.00,145.00,48.70,1.40
14995.00,3.00,77352.00,2.00,30.00,64.20,2.00
18995.00,1.00,12350.00,1.00,145.00,54.30,1.50
22995.00,2.00,14847.00,1.00,260.00,35.80,3.00
16995.00,3.00,32235.00,2.00,30.00,64.20,2.00
17995.00,3.00,82890.00,2.00,300.00,38.20,3.00
9995.00,1.00,48000.00,1.00,125.00,53.30,1.40
12995.00,1.00,21662.00,1.00,30.00,56.50,1.40
17790.00,2.00,48399.00,2.00,200.00,47.10,3.00
11790.00,1.00,29813.00,2.00,0.00,74.30,1.60
13490.00,1.00,91212.00,2.00,30.00,64.20,2.00
11450.00,2.00,61400.00,1.00,125.00,50.40,1.80
15990.00,1.00,30625.00,2.00,30.00,67.30,2.00
11390.00,3.00,48194.00,2.00,20.00,70.60,1.60
19990.00,3.00,18887.00,1.00,125.00,52.30,1.40
23990.00,3.00,16236.00,2.00,145.00,61.40,3.00
9990.00,1.00,61443.00,2.00,20.00,70.60,1.60
19990.00,3.00,51243.00,2.00,30.00,62.80,2.00
18595.00,1.00,4686.00,1.00,145.00,47.10,1.00
13495.00,3.00,1643.00,1.00,145.00,64.20,1.00
11895.00,1.00,28334.00,1.00,150.00,62.80,1.00
17995.00,3.00,15916.00,1.00,150.00,47.90,1.40
16350.00,1.00,65285.00,2.00,20.00,67.30,2.00
15250.00,1.00,59000.00,2.00,30.00,67.30,2.00
12690.00,1.00,57729.00,2.00,30.00,61.40,2.00
8290.00,1.00,68037.00,1.00,125.00,53.30,1.40
22490.00,3.00,46186.00,2.00,265.00,41.50,3.00
9995.00,1.00,49379.00,2.00,20.00,70.60,1.60
13495.00,1.00,1800.00,2.00,30.00,65.70,2.00
10750.00,1.00,39000.00,1.00,150.00,49.60,1.80
19750.00,3.00,48269.00,2.00,200.00,47.10,2.00
8600.00,1.00,73722.00,1.00,30.00,57.60,1.20
12000.00,3.00,83984.00,2.00,20.00,70.60,2.00
9500.00,1.00,74901.00,1.00,30.00,55.40,1.40
14295.00,3.00,33319.00,2.00,0.00,72.40,2.00
45991.00,3.00,28.00,2.00,145.00,33.20,3.00
26990.00,3.00,8900.00,2.00,145.00,50.40,2.00
49990.00,3.00,37.00,2.00,145.00,33.20,3.00
11695.00,3.00,58398.00,2.00,20.00,72.40,1.60
16498.00,3.00,2022.00,1.00,145.00,60.10,1.00
20998.00,1.00,1596.00,2.00,145.00,49.60,1.60
17698.00,3.00,37986.00,2.00,160.00,50.40,2.00
31498.00,1.00,183.00,1.00,145.00,39.20,2.00
13998.00,3.00,27496.00,1.00,150.00,56.50,1.40
49990.00,3.00,31.00,2.00,145.00,33.20,3.00
16990.00,1.00,21984.00,1.00,145.00,51.40,1.40
37990.00,3.00,16022.00,1.00,145.00,34.00,3.00
54950.00,3.00,13896.00,1.00,145.00,32.10,2.90
21583.00,3.00,46066.00,1.00,145.00,40.40,2.00
21490.00,3.00,6874.00,1.00,145.00,42.20,1.50
22997.00,3.00,5000.00,2.00,145.00,52.30,1.60
10716.00,1.00,34616.00,2.00,0.00,80.70,1.60
17691.00,1.00,12666.00,2.00,145.00,51.40,1.60
20933.00,3.00,10809.00,2.00,145.00,51.40,2.00
25990.00,3.00,2459.00,1.00,145.00,39.80,2.00
29290.00,3.00,1822.00,1.00,145.00,39.80,2.00
27491.00,2.00,5000.00,1.00,145.00,39.80,2.00
26978.00,3.00,10778.00,2.00,145.00,47.10,2.00
26990.00,3.00,11479.00,1.00,145.00,39.80,2.00
30490.00,3.00,6500.00,2.00,145.00,38.20,2.00
44636.00,3.00,38.00,2.00,145.00,33.20,3.00
22950.00,1.00,35000.00,2.00,20.00,67.30,2.00
52500.00,3.00,2000.00,2.00,145.00,50.40,2.00
17950.00,1.00,58000.00,2.00,20.00,70.60,1.60
34950.00,1.00,5800.00,1.00,145.00,39.20,2.00
19998.00,3.00,30649.00,2.00,200.00,47.10,2.00
17498.00,1.00,21225.00,1.00,125.00,51.40,1.40
24998.00,3.00,29820.00,2.00,235.00,42.80,3.00
10998.00,1.00,41014.00,1.00,125.00,53.30,1.40
16950.00,1.00,67000.00,2.00,0.00,74.30,1.60
48950.00,3.00,19500.00,2.00,145.00,39.80,3.00
22440.00,1.00,31185.00,2.00,200.00,47.90,2.00
15995.00,1.00,28987.00,1.00,30.00,57.60,1.40
11895.00,1.00,30899.00,1.00,145.00,62.80,1.00
14750.00,1.00,63153.00,2.00,200.00,47.90,2.00
19000.00,1.00,11450.00,1.00,145.00,51.40,1.40
20495.00,3.00,24423.00,1.00,150.00,52.30,1.40
34990.00,3.00,50.00,2.00,145.00,50.40,2.00
21644.00,1.00,8000.00,2.00,145.00,49.60,1.60
26990.00,3.00,5000.00,1.00,145.00,42.20,1.50
59990.00,3.00,5000.00,2.00,145.00,32.80,3.00
27858.00,3.00,5000.00,1.00,145.00,39.80,2.00
27990.00,3.00,50.00,1.00,145.00,39.80,2.00
27990.00,3.00,6000.00,2.00,145.00,48.70,2.00
23490.00,3.00,11551.00,2.00,150.00,61.40,2.00
12490.00,3.00,52357.00,2.00,125.00,60.10,2.00
20991.00,3.00,10577.00,2.00,145.00,51.40,2.00
17490.00,1.00,29955.00,1.00,150.00,48.70,2.00
18890.00,1.00,42555.00,2.00,205.00,47.90,2.00
20790.00,1.00,8345.00,2.00,145.00,47.90,1.60
21390.00,3.00,20122.00,2.00,145.00,57.70,2.00
36230.00,3.00,17503.00,1.00,145.00,34.00,3.00
47490.00,3.00,21375.00,2.00,145.00,39.20,4.00
34583.00,3.00,6051.00,2.00,145.00,38.20,2.00
47992.00,3.00,28639.00,1.00,325.00,29.40,4.00
13990.00,3.00,53340.00,1.00,30.00,53.30,2.00
16710.00,3.00,69030.00,2.00,145.00,56.50,2.00
9998.00,1.00,27890.00,2.00,0.00,74.30,1.60
8998.00,1.00,53529.00,1.00,125.00,52.30,1.40
11998.00,3.00,12277.00,2.00,0.00,76.30,1.60
31998.00,3.00,250.00,1.00,150.00,33.20,2.00
31998.00,3.00,65.00,1.00,150.00,33.20,2.00
17870.00,3.00,42334.00,2.00,125.00,57.60,2.00
24477.00,3.00,26388.00,1.00,150.00,40.40,2.00
18101.00,1.00,22309.00,1.00,150.00,51.40,1.40
18243.00,3.00,46331.00,2.00,150.00,55.40,2.00
19690.00,1.00,29887.00,2.00,205.00,47.90,2.00
15290.00,1.00,21633.00,1.00,150.00,47.90,1.00
29490.00,3.00,355.00,1.00,150.00,34.90,2.00
16298.00,3.00,43014.00,2.00,125.00,57.60,2.00
19998.00,1.00,15449.00,1.00,145.00,49.60,1.40
11000.00,1.00,23707.00,1.00,30.00,55.40,1.40
11679.00,3.00,44696.00,2.00,20.00,70.60,1.60
14399.00,1.00,25168.00,1.00,30.00,55.40,1.40
19690.00,3.00,30499.00,1.00,165.00,43.50,2.00
32390.00,3.00,14600.00,1.00,150.00,37.20,1.50
16490.00,3.00,18776.00,2.00,150.00,55.40,2.00
15998.00,3.00,24120.00,2.00,20.00,70.60,1.60
11698.00,1.00,24015.00,1.00,0.00,67.30,1.00
18998.00,1.00,9118.00,1.00,145.00,58.90,1.40
30998.00,3.00,19.00,1.00,145.00,33.20,2.00
34998.00,3.00,21.00,1.00,145.00,32.10,2.00
34998.00,3.00,19.00,1.00,150.00,32.10,2.00
20977.00,1.00,10045.00,1.00,145.00,42.20,1.50
10920.00,1.00,24800.00,1.00,0.00,67.30,1.00
11899.00,1.00,46783.00,2.00,20.00,67.30,2.00
11201.00,1.00,17425.00,1.00,145.00,67.30,1.00
17995.00,1.00,40133.00,2.00,145.00,62.80,2.00
17985.00,1.00,27691.00,1.00,150.00,55.40,1.50
21985.00,3.00,11126.00,2.00,145.00,57.70,2.00
17798.00,3.00,26054.00,1.00,30.00,56.50,1.40
17798.00,1.00,19118.00,1.00,235.00,39.80,2.00
25498.00,3.00,16078.00,1.00,145.00,40.40,2.00
17998.00,1.00,19349.00,1.00,30.00,60.10,1.40
19998.00,1.00,13268.00,1.00,145.00,51.40,1.40
21990.00,3.00,5445.00,2.00,150.00,47.90,1.60
19690.00,1.00,12554.00,1.00,150.00,53.30,1.00
23269.00,3.00,5665.00,2.00,150.00,52.30,1.60
27490.00,3.00,4554.00,1.00,150.00,42.20,1.50
28990.00,3.00,5445.00,1.00,150.00,42.20,1.50
28990.00,3.00,5665.00,1.00,150.00,42.20,1.50
9399.00,1.00,51445.00,2.00,0.00,80.70,1.60
12640.00,1.00,46022.00,2.00,30.00,60.10,2.00
12270.00,1.00,55885.00,2.00,0.00,74.30,2.00
20298.00,3.00,12122.00,2.00,150.00,55.40,2.00
17298.00,1.00,32155.00,1.00,150.00,49.60,1.40
14798.00,1.00,32879.00,2.00,0.00,74.30,2.00
31998.00,3.00,21.00,1.00,145.00,33.20,2.00
12898.00,1.00,43012.00,2.00,150.00,55.40,2.00
16898.00,3.00,15274.00,1.00,150.00,47.90,1.40
17498.00,1.00,21941.00,2.00,145.00,64.20,1.60
9198.00,1.00,60667.00,2.00,30.00,65.70,2.00
19498.00,3.00,16922.00,2.00,30.00,65.70,2.00
20498.00,3.00,33657.00,2.00,200.00,47.10,2.00
16998.00,3.00,39333.00,2.00,20.00,64.20,2.00
19790.00,3.00,43442.00,2.00,145.00,61.40,2.00
14640.00,2.00,60889.00,2.00,160.00,50.40,2.00
13180.00,1.00,14722.00,2.00,20.00,72.40,1.60
13923.00,1.00,38146.00,1.00,30.00,57.60,1.40
16420.00,1.00,52576.00,2.00,30.00,61.40,2.00
15700.00,1.00,17789.00,1.00,145.00,52.30,1.40
17990.00,1.00,40442.00,2.00,145.00,68.90,2.00
14998.00,1.00,54654.00,2.00,145.00,55.40,2.00
11998.00,1.00,20527.00,1.00,0.00,67.30,1.00
16498.00,1.00,31362.00,2.00,145.00,64.20,1.60
34998.00,3.00,85.00,1.00,145.00,32.10,2.00
27998.00,3.00,56971.00,2.00,235.00,42.20,3.00
18998.00,3.00,19588.00,1.00,30.00,56.50,1.40
19498.00,3.00,14413.00,1.00,145.00,56.50,1.50
17498.00,1.00,17288.00,1.00,145.00,52.30,1.40
23798.00,3.00,20969.00,1.00,145.00,40.40,2.00
16498.00,1.00,26765.00,2.00,150.00,54.30,2.00
27390.00,3.00,10223.00,1.00,150.00,36.70,3.00
37495.00,3.00,19443.00,1.00,145.00,34.00,3.00
20890.00,3.00,14703.00,1.00,150.00,52.30,1.40
16380.00,1.00,38331.00,2.00,20.00,68.90,2.00
14640.00,1.00,39255.00,1.00,145.00,47.90,2.00
24980.00,3.00,10147.00,2.00,145.00,62.80,2.00
16790.00,1.00,39697.00,1.00,145.00,49.60,1.40
13498.00,3.00,78545.00,2.00,20.00,67.30,2.00
19998.00,1.00,17204.00,1.00,145.00,51.40,1.40
15998.00,1.00,23065.00,1.00,145.00,47.90,2.00
18298.00,1.00,23319.00,1.00,145.00,51.40,1.40
18298.00,1.00,15529.00,1.00,145.00,50.40,1.40
17798.00,3.00,10730.00,1.00,145.00,51.40,1.40
8280.00,1.00,81457.00,2.00,0.00,74.30,1.60
9250.00,1.00,67691.00,2.00,145.00,53.30,2.00
10210.00,1.00,36219.00,1.00,145.00,49.60,1.80
19291.00,1.00,19122.00,2.00,145.00,52.30,2.00
17950.00,3.00,31661.00,2.00,125.00,58.90,2.00
9250.00,1.00,61306.00,2.00,0.00,80.70,1.60
10000.00,1.00,75308.00,2.00,20.00,68.90,2.00
18620.00,3.00,30647.00,2.00,145.00,51.40,2.00
8999.00,1.00,85782.00,2.00,30.00,64.20,2.00
8000.00,1.00,92760.00,2.00,0.00,80.70,1.60
11000.00,3.00,73722.00,2.00,0.00,72.40,2.00
8000.00,1.00,91567.00,2.00,20.00,70.60,1.60
11850.00,1.00,81171.00,2.00,125.00,58.90,2.00
8600.00,1.00,90818.00,2.00,0.00,83.10,1.60
17490.00,1.00,14000.00,1.00,145.00,47.10,1.80
8390.00,1.00,54000.00,2.00,0.00,80.70,1.60
11190.00,1.00,60000.00,2.00,150.00,54.30,2.00
11690.00,1.00,33000.00,1.00,30.00,57.60,1.20
